status_spse,sumber_dana,k_l_pd,jenis_tender,metode_pengadaan,metode_pemilihan,metode_evaluasi,tahun_anggaran,nilai_pagu,nilai_hps,cara_bayar,kualifikasi,jumlah_peserta
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Lainnya,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,2018,521541375.0,455551600.0,Lumsum,Kecil,4
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,361650000.0,361649377.0,Gabungan Lumsum dan Harga Satuan,Kecil,8
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1249926000.0,1199999987.0,Gabungan Lumsum dan Harga Satuan,Kecil,16
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Lainnya,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,2018,500000000.0,500000000.0,Lumsum,Kecil,6
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,580300000.0,580300000.0,Lumsum,Kecil,8
spse 3,APBDP,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,2018,390000000.0,389994000.0,Lumsum,,9
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,291000000.0,291000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,4
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Pascakualifikasi Satu File,Seleksi Sederhana,Pagu Anggaran,2018,190000000.0,190000000.0,Lumsum,,12
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,3600000000.0,3596700386.0,Harga Satuan,Kecil atau Non Kecil,15
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,500000000.0,499999992.0,Harga Satuan,Kecil,6
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,400000000.0,399999906.0,Harga Satuan,Kecil,4
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,600000000.0,599999960.0,Harga Satuan,Kecil,3
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,300000000.0,299999952.0,Harga Satuan,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1440000000.0,1439999728.0,Harga Satuan,Kecil,7
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1080060000.0,1080058184.0,Gabungan Lumsum dan Harga Satuan,Kecil,7
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,850000000.0,849997897.0,Gabungan Lumsum dan Harga Satuan,Kecil,6
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,2018,5085063500.0,5085063500.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,20
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,3856807000.0,3852026000.0,Harga Satuan,Kecil,3
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,4500000000.0,4500000000.0,Lumsum,Kecil atau Non Kecil,7
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,397150000.0,397150000.0,Gabungan Lumsum dan Harga Satuan,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,2810000000.0,2810000000.0,Lumsum,Kecil,4
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,500000000.0,500000000.0,Lumsum,Kecil,7
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,500000000.0,500000000.0,Lumsum,Kecil,7
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1965650000.0,1965650000.0,Harga Satuan,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,500000000.0,500000000.0,Lumsum,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,650000000.0,650000000.0,Lumsum,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,500000000.0,500000000.0,Lumsum,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,2864900000.0,2864899468.0,Lumsum,Kecil atau Non Kecil,8
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,2042351500.0,2042349999.0,Lumsum,Kecil atau Non Kecil,8
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,2500000000.0,2500000000.0,Lumsum,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,400000000.0,399999998.0,Lumsum,Kecil,9
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,500000000.0,500000000.0,Lumsum,Kecil,6
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,350000000.0,350000000.0,Lumsum,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,300000000.0,299999996.0,Lumsum,Kecil,4
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,350000000.0,349997374.0,Lumsum,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1930000000.0,1930000000.0,Lumsum,Kecil,4
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,600000000.0,600000000.0,Harga Satuan,Kecil,4
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,438000000.0,437998381.0,Gabungan Lumsum dan Harga Satuan,Kecil,6
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,2018,290000000.0,273000000.0,Lumsum,Kecil,14
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1325300000.0,1325295518.0,Gabungan Lumsum dan Harga Satuan,Kecil,7
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,2700000000.0,2699995190.0,Harga Satuan,Kecil atau Non Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,300000000.0,299997823.0,Harga Satuan,Kecil,4
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,600000000.0,599999835.0,Harga Satuan,Kecil,4
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,300000000.0,299999604.0,Harga Satuan,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,700000000.0,699996280.0,Harga Satuan,Kecil,3
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1000000000.0,999988908.0,Harga Satuan,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1906900000.0,1906899904.0,Harga Satuan,Kecil,8
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,250000000.0,249996381.0,Harga Satuan,Kecil,3
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,300000000.0,299999727.0,Harga Satuan,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,300000000.0,299997707.0,Harga Satuan,Kecil,4
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,300000000.0,299999733.0,Harga Satuan,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,500000000.0,499997492.0,Harga Satuan,Kecil,4
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1151000000.0,1151000000.0,Harga Satuan,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,442150000.0,442150000.0,Gabungan Lumsum dan Harga Satuan,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,681925000.0,681925000.0,Gabungan Lumsum dan Harga Satuan,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1000000000.0,1000000000.0,Harga Satuan,Kecil,6
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,400000000.0,400000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,500000000.0,500000000.0,Lumsum,Kecil,4
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,400000000.0,400000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,4
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,400000000.0,400000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,3
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1930000000.0,1930000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,550000000.0,550000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,5
spse 4,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1700000000.0,1700000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,4
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,297500000.0,297500000.0,Gabungan Lumsum dan Harga Satuan,Kecil,10
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,356000000.0,355313000.0,Gabungan Lumsum dan Harga Satuan,Kecil,7
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,400000000.0,400000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,15
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,700000000.0,698677000.0,Gabungan Lumsum dan Harga Satuan,Kecil,18
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,700000000.0,698677000.0,Gabungan Lumsum dan Harga Satuan,Kecil,15
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Pascakualifikasi Satu File,Seleksi Sederhana,Pagu Anggaran,2018,195000000.0,195000000.0,Lumsum,,13
spse 4,APBN,Pemerintah Daerah Provinsi Jawa Barat,Pengadaan Barang,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,2018,1316000000.0,1200000000.0,Harga Satuan,Kecil,24
spse 4,APBN,Pemerintah Daerah Provinsi Jawa Barat,Pengadaan Barang,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,2018,1482000000.0,1482000000.0,Harga Satuan,Kecil,25
spse 4,APBN,Pemerintah Daerah Provinsi Jawa Barat,Pengadaan Barang,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,2018,2584000000.0,2584000000.0,Harga Satuan,Kecil,24
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1200000000.0,1200000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,19
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1000000000.0,1000000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,14
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1179022000.0,1179022000.0,Gabungan Lumsum dan Harga Satuan,Kecil,17
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1300000000.0,1300000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,15
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1065000000.0,1065000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,14
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1272375000.0,1272350000.0,Gabungan Lumsum dan Harga Satuan,Kecil,13
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,4960000000.0,4960000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,20
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,2018,9500000000.0,9000000000.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,20
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Umum,Harga Terendah Sistem Gugur,2018,14811250000.0,14811250000.0,Gabungan Lumsum dan Harga Satuan,Non Kecil,20
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,2018,384000000.0,383955000.0,Lumsum,,20
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1433412000.0,1431862556.0,Gabungan Lumsum dan Harga Satuan,Kecil,25
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,2018,725000000.0,724900000.0,Lumsum,,30
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,2018,635000000.0,576961000.0,Harga Satuan,Kecil,52
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Lainnya,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,2018,598776000.0,419143200.0,Harga Satuan,Kecil atau Non Kecil,13
spse 4,APBN,Kementerian Agama,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2018,250000000.0,248410800.0,Lumsum,Kecil,28
spse 4,APBN,Kementerian Agama,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2018,300000000.0,298832046.0,Lumsum,Kecil,26
spse 4,APBN,Kementerian Agama,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2018,400000000.0,399405600.0,Lumsum,Kecil,23
spse 4,APBN,Kementerian Agama,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2018,275000000.0,272764800.0,Lumsum,Kecil,21
spse 4,APBN,Kementerian Agama,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2018,350000000.0,345826800.0,Lumsum,Kecil,20
spse 4,APBN,Kementerian Agama,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2018,400000000.0,399405600.0,Lumsum,Kecil,23
spse 4,APBN,Kementerian Agama,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2018,350000000.0,345826800.0,Lumsum,Kecil,21
spse 4,APBN,Kementerian Agama,Pengadaan Barang,Pascakualifikasi Satu File,Tender Cepat,Harga Terendah Sistem Gugur,2018,450000000.0,448113600.0,Lumsum,Kecil,20
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1200000000.0,1200000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,33
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,2539050000.0,2530345000.0,Gabungan Lumsum dan Harga Satuan,Kecil atau Non Kecil,32
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,250000000.0,250000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,24
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,2018,230985000.0,221100000.0,Lumsum,,12
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1433412000.0,1431862556.0,Gabungan Lumsum dan Harga Satuan,Kecil,23
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,450000000.0,449855000.0,Gabungan Lumsum dan Harga Satuan,Kecil,23
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,908750000.0,866250000.0,Gabungan Lumsum dan Harga Satuan,Kecil,22
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1604875000.0,1604875000.0,Gabungan Lumsum dan Harga Satuan,Kecil,31
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Pascakualifikasi Satu File,Seleksi Sederhana,Pagu Anggaran,2018,200000000.0,199870000.0,Lumsum,,9
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,862350000.0,861448000.0,Gabungan Lumsum dan Harga Satuan,Kecil,23
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Lainnya,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,2018,1335910000.0,1213185000.0,Harga Satuan,Kecil atau Non Kecil,17
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,600000000.0,600000000.0,Gabungan Lumsum dan Harga Satuan,Kecil,19
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pekerjaan Konstruksi,Pascakualifikasi Satu File,Lelang Pemilihan Langsung,Harga Terendah Sistem Gugur,2018,1011650000.0,1011650000.0,Harga Satuan,Kecil,27
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Pascakualifikasi Satu File,Seleksi Sederhana,Pagu Anggaran,2018,200000000.0,199870000.0,Lumsum,,14
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,2018,757709000.0,757251000.0,Harga Satuan,,11
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi Umum,Pagu Anggaran,2018,849810000.0,581856000.0,Lumsum,,14
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Pengadaan Barang,Pascakualifikasi Satu File,Lelang Sederhana,Harga Terendah Sistem Gugur,2018,516000000.0,516000000.0,Lumsum,Kecil,23
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,2018,786000000.0,785950000.0,Lumsum,,36
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,2018,490000000.0,489940000.0,Lumsum,,37
spse 3,APBD,Pemerintah Daerah Kabupaten Cirebon,Jasa Konsultansi Badan Usaha,Prakualifikasi Dua File,Seleksi Umum,Kualitas dan Biaya,2018,430212425.0,429797500.0,Lumsum,,31
